856;Harry Potter and the Chamber of Secrets;PS;2002;Action;Electronic Arts
857;SimCity;SNES;1991;Simulation;Nintendo
858;Battlefield 4;XOne;2013;Shooter;Electronic Arts
859;Resident Evil 6;X360;2012;Shooter;Capcom
860;Dragon Age: Inquisition;PS4;2014;Role-Playing;Electronic Arts
861;Sonic Classic Collection;DS;2010;Platform;Sega
862;Spyro: Enter the Dragonfly;PS2;2002;Platform;Universal Interactive
863;Call of Duty: World at War;Wii;2008;Shooter;Activision
864;Devil May Cry 2;PS2;2003;Action;Capcom
865;Burnout Paradise;PS3;2008;Racing;Electronic Arts
866;E.T.: The Extra Terrestrial;2600;1981;Action;Atari
867;BioShock Infinite;X360;2013;Shooter;Take-Two Interactive
868;Hot Shots Golf: Open Tee;PSP;2004;Sports;Sony Computer Entertainment
869;Rad Racer;NES;1986;Racing;Nintendo
870;Soccer;NES;1985;Sports;Nintendo
871;Kirby Squeak Squad;DS;2006;Platform;Nintendo
872;Tom Clancy's Rainbow Six: Vegas;X360;2006;Shooter;Ubisoft
873;Destiny;X360;2014;Shooter;Activision
874;Crash Nitro Kart;PS2;2003;Racing;Vivendi Games
875;Grand Theft Auto: San Andreas;XB;2005;Action;Take-Two Interactive
876;Star Wars: Dark Forces;PC;1994;Shooter;LucasArts
877;NBA Street Vol. 2;PS2;2003;Sports;Electronic Arts
878;Def Jam Vendetta;PS2;2003;Fighting;Electronic Arts
879;FIFA Soccer 09;X360;2008;Sports;Electronic Arts
880;Who wants to be a millionaire;PC;1999;Misc;Disney Interactive Studios
881;Scooby Doo and the Cyber Chase;PS;2001;Adventure;THQ
882;Alleyway;GB;1989;Puzzle;Nintendo
883;Dragon Ball Z: Budokai 3;PS2;2004;Fighting;Atari
884;Jet Moto 2;PS;1997;Racing;Sony Computer Entertainment
885;Tom Clancy's Ghost Recon;PS2;2002;Shooter;Ubisoft
886;X-Men Legends;PS2;2004;Role-Playing;Activision
887;Batman: Arkham Origins;X360;2013;Action;Warner Bros. Interactive Entertainment
888;Guitar Hero: World Tour;PS3;2008;Misc;Activision
889;Mortal Kombat II;SNES;1993;Fighting;Acclaim Entertainment
890;Virtua Fighter 2;SAT;1995;Fighting;Sega
891;Tetris DX;GB;1998;Puzzle;Nintendo
892;Mortal Kombat vs. DC Universe;X360;2008;Fighting;Midway Games
893;Watch Dogs;PS3;2014;Action;Ubisoft
894;Mario Super Sluggers;Wii;2008;Sports;Nintendo
895;Tomb Raider (2013);X360;2013;Action;Square Enix
896;The Legend of Zelda: Oracle of Ages;GB;2001;Action;Nintendo
897;Need for Speed: Shift;X360;2009;Racing;Electronic Arts
898;Monopoly;Wii;2008;Misc;Electronic Arts
899;Red Faction;PS2;2001;Shooter;THQ
900;The Sims: Makin' Magic;PC;2003;Simulation;Electronic Arts
901;MX Unleashed;PS2;2004;Racing;THQ
902;PaRappa The Rapper;PS;1996;Misc;Sony Computer Entertainment
903;Toy Story Mania!;Wii;2009;Misc;Disney Interactive Studios
904;Mario Party 3;N64;2000;Misc;Nintendo
905;Star Wars: The Force Unleashed;Wii;2008;Action;LucasArts
906;Game Party 2;Wii;2008;Misc;Midway Games
907;Destiny: The Taken King;PS4;2015;Shooter;Activision
908;LEGO Star Wars III: The Clone Wars;Wii;2011;Action;LucasArts
909;Star Wars Rogue Leader: Rogue Squadron II;GC;2001;Simulation;LucasArts
910;Max Payne 3;PS3;2012;Shooter;Take-Two Interactive
911;Need for Speed Rivals;PS4;2013;Racing;Electronic Arts
912;Madden NFL 09;PS3;2008;Sports;Electronic Arts
913;Yokai Watch;3DS;2013;Role-Playing;Nintendo
914;Ratchet & Clank Future: A Crack in Time;PS3;2009;Platform;Sony Computer Entertainment
915;Yu-Gi-Oh! Forbidden Memories;PS;1999;Role-Playing;Konami Digital Entertainment
916;Mortal Kombat: Deception;PS2;2004;Fighting;Midway Games
917;Hot Shots Golf 2;PS;1999;Sports;Sony Computer Entertainment
918;Medal of Honor: European Assault (All Region sales);PS2;2005;Shooter;Electronic Arts
919;WCW Nitro;PS;1998;Fighting;THQ
920;High School Musical: Sing It!;PS2;2007;Misc;Disney Interactive Studios
921;Star Fox Adventures;GC;2002;Adventure;Nintendo
922;FIFA 2000;PS;1998;Sports;Electronic Arts
923;Dynasty Warriors 3;PS2;2001;Action;THQ
924;Donkey Kong Country Returns;3DS;2013;Platform;Nintendo
925;The Legend of Zelda: Oracle of Seasons;GB;2001;Adventure;Nintendo
926;Madden NFL 06;XB;2005;Sports;Electronic Arts
927;Shrek 2;PS2;2004;Platform;Activision
928;The Legend of Dragoon;PS;1999;Role-Playing;Sony Computer Entertainment
929;Turok 2: Seeds of Evil;N64;1997;Platform;Acclaim Entertainment
930;SingStar;PS2;2004;Misc;Sony Computer Entertainment
931;LittleBigPlanet 3;PS4;2014;Platform;Sony Computer Entertainment
932;NBA Live 2002;PS2;2001;Sports;Electronic Arts
933;Phineas and Ferb;DS;2009;Action;Disney Interactive Studios
934;Chrono Cross;PS;1999;Role-Playing;SquareSoft
935;GoldenEye 007 (2010);Wii;2010;Action;Activision
936;Mario Party: Island Tour;3DS;2013;Misc;Nintendo
937;Jak 3;PS2;2004;Platform;Sony Computer Entertainment
938;Rayman Raving Rabbids 2;Wii;2007;Misc;Ubisoft
939;Kingdom Hearts: Chain of Memories;GBA;2004;Role-Playing;Square Enix
940;Pinball;NES;1984;Action;Nintendo
941;inFAMOUS 2;PS3;2011;Action;Sony Computer Entertainment
942;Gran Turismo Concept 2001 Tokyo;PS2;2001;Racing;Unknown
943;Demon's Souls;PS3;2009;Role-Playing;Namco Bandai Games
944;NCAA Football 06;PS2;2005;Sports;Electronic Arts
945;Hey You, Pikachu!;N64;1998;Simulation;Nintendo
946;2 Games in 1: Sonic Advance & ChuChu Rocket!;GBA;2005;Misc;THQ
947;World of Warcraft: Mists of Pandaria;PC;2012;Role-Playing;Activision
948;Jet Moto;PS;1996;Racing;Sony Computer Entertainment
949;Just Cause 3;PS4;2015;Action;Square Enix
950;Secret of Mana;SNES;1993;Role-Playing;SquareSoft
951;The Orange Box;X360;2007;Shooter;Electronic Arts
952;Air Combat;PS;1995;Simulation;Sony Computer Entertainment
953;Kirby: Triple Deluxe;3DS;2014;Platform;Nintendo
954;Sonic & Knuckles;GEN;1994;Platform;Sega
955;Namco Museum;PS2;2001;Misc;Namco Bandai Games
956;The Sims: Hot Date;PC;2001;Simulation;Electronic Arts
957;Metroid Prime 3: Corruption;Wii;2007;Shooter;Nintendo
958;Dragon Quest VI: Realms of Revelation;DS;2010;Role-Playing;Nintendo
959;The Evil Within;PS4;2014;Action;Bethesda Softworks
960;DDRMAX2: Dance Dance Revolution;PS2;2003;Simulation;Konami Digital Entertainment
961;Crazy Taxi;DC;2000;Racing;Sega
962;Virtua Fighter 4;PS2;2002;Fighting;Sega
963;Sly 2: Band of Thieves;PS2;2004;Platform;Sony Computer Entertainment
964;Guitar Hero: World Tour;PS2;2008;Misc;Activision
965;Sonic Advance 2;GBA;2002;Platform;Sega
966;Madden NFL 07;X360;2006;Sports;Electronic Arts
967;NBA 2K11;PS3;2010;Action;Take-Two Interactive
968;NFL GameDay 2000;PS;1999;Sports;989 Studios
969;Call of Duty: Black Ops 3;PS3;2015;Shooter;Activision
970;Disney's The Lion King;SNES;1994;Platform;Virgin Interactive
971;Beyond: Two Souls;PS3;2013;Adventure;Sony Computer Entertainment
972;Kinect Star Wars;X360;2012;Action;Microsoft Game Studios
973;Midnight Club II;PS2;2003;Racing;Take-Two Interactive
974;Dragon Quest Monsters: Joker;DS;2006;Role-Playing;Square Enix
975;SpongeBob SquarePants: SuperSponge;PS;2001;Action;THQ
976;The Getaway: Black Monday;PS2;2004;Action;Sony Computer Entertainment
977;Professor Layton and the Mask of Miracle;3DS;2011;Puzzle;Nintendo
978;Just Cause 2;PS3;2010;Action;Square Enix
979;Dragon's Dogma;PS3;2012;Role-Playing;Capcom
980;The Legend of Zelda: The Wind Waker;WiiU;2013;Action;Nintendo
981;50 Cent: Bulletproof;PS2;2005;Action;Vivendi Games
982;High School Musical: Sing It!;Wii;2007;Misc;Disney Interactive Studios
983;Wii Party U;WiiU;2013;Misc;Nintendo
984;Madden NFL 25;PS3;2013;Sports;Electronic Arts
985;Final Fantasy II;SNES;1991;Role-Playing;Square
986;Kirby 64: The Crystal Shards;N64;2000;Platform;Nintendo
987;Dead or Alive 3;XB;2001;Fighting;Microsoft Game Studios
988;UFC 2009 Undisputed;PS3;2009;Fighting;THQ
989;Metroid II: Return of Samus;GB;1991;Adventure;Nintendo
990;WWF Attitude;PS;1998;Fighting;Acclaim Entertainment
991;The SpongeBob SquarePants Movie;PS2;2004;Platform;THQ
992;Golden Sun;GBA;2001;Role-Playing;Nintendo
993;Sonic the Hedgehog 3;GEN;1994;Platform;Sega
994;Kid Icarus;NES;1986;Platform;Nintendo
995;Def Jam: Fight for NY;PS2;2004;Fighting;Electronic Arts
996;Tom Clancy's Ghost Recon;XB;2002;Shooter;Ubisoft
997;State of Emergency;PS2;2002;Action;Take-Two Interactive
998;BioShock Infinite;PS3;2013;Shooter;Take-Two Interactive
999;Hitman: Absolution;X360;2012;Action;Square Enix
1000;2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures;GBA;2007;Action;THQ
1001;Call of Duty: Black Ops 3;X360;2015;Shooter;Activision
1002;The Urbz: Sims in the City;PS2;2004;Simulation;Electronic Arts
1003;FIFA Soccer 08;PS3;2007;Sports;Electronic Arts
1004;Star Wars: Starfighter;PS2;2001;Simulation;Activision
1005;Madden NFL 2000;PS;1998;Sports;Electronic Arts
1006;Kingdom Hearts;PS3;2013;Role-Playing;Square Enix
1007;Star Wars: Battlefront;XB;2004;Shooter;Activision
1008;Pro Evolution Soccer;PS2;2001;Sports;Konami Digital Entertainment
1009;Crackdown;X360;2007;Shooter;Microsoft Game Studios
1010;Yoshi;NES;1991;Puzzle;Nintendo
1011;Disney's Aladdin;SNES;1993;Platform;Capcom
1012;Kirby's Adventure;NES;1993;Platform;Nintendo
1013;Cooking Mama 3: Shop & Chop;DS;2009;Simulation;505 Games
1014;Dance Dance Revolution X;PS2;2008;Simulation;Konami Digital Entertainment
1015;2 Games in 1: Disney Princess & The Lion King;GBA;2004;Misc;THQ
1016;Star Wars Episode I: The Phantom Menace;PS;1999;Adventure;LucasArts
1017;Xenosaga Episode I: Der Wille zur Macht;PS2;2002;Role-Playing;Namco Bandai Games
1018;Portal 2;PS3;2011;Shooter;Valve
1019;The Beatles: Rock Band;Wii;2009;Misc;MTV Games
1020;Forza Motorsport 6;XOne;2015;Racing;Microsoft Game Studios
1021;Sonic Colors;Wii;2010;Platform;Sega
1022;Cruis'n USA;N64;1996;Racing;Nintendo
